Country,Total,Employment_Age,Employed,Employed_percent,Canton,Date
Eritrea,495,296,176,0.59459459459459463,GR,2022-10
Somalia,16,8,5,0.625,GR,2022-10
Afghanistan,81,55,19,0.34545454545454546,GR,2022-10
China (Volksrepublik),9,5,4,0.8,GR,2022-10
Irak,44,28,10,0.35714285714285715,GR,2022-10
Iran,20,13,5,0.38461538461538464,GR,2022-10
Sri Lanka,116,77,50,0.64935064935064934,GR,2022-10
Syrien,275,148,47,0.31756756756756754,GR,2022-10
Türkei,148,97,8,8.247422680412371E-2,GR,2022-10
Gesamttotal,673,397,154,0.38790931989924432,JU,2022-10
Äthiopien,2,2,1,0.5,JU,2022-10
Eritrea,261,144,64,0.44444444444444442,JU,2022-10
Somalia,4,4,2,0.5,JU,2022-10
Afghanistan,45,27,9,0.33333333333333331,JU,2022-10
China (Volksrepublik),6,3,3,1,JU,2022-10
Irak,3,1,0,0,JU,2022-10
Iran,9,6,2,0.33333333333333331,JU,2022-10
Sri Lanka,54,34,15,0.44117647058823528,JU,2022-10
Syrien,158,100,38,0.38,JU,2022-10
Türkei,93,52,7,0.13461538461538461,JU,2022-10
Gesamttotal,3048,1904,907,0.47636554621848737,LU,2022-10
Äthiopien,18,15,10,0.66666666666666663,LU,2022-10
Eritrea,1294,785,435,0.55414012738853502,LU,2022-10
Somalia,51,33,12,0.36363636363636365,LU,2022-10
Afghanistan,144,100,42,0.42,LU,2022-10
China (Volksrepublik),35,25,17,0.68,LU,2022-10
Irak,43,25,12,0.48,LU,2022-10
Iran,73,52,21,0.40384615384615385,LU,2022-10
Sri Lanka,254,175,112,0.64,LU,2022-10
Syrien,609,352,137,0.38920454545454547,LU,2022-10
Türkei,369,254,71,0.27952755905511811,LU,2022-10
Gesamttotal,1474,845,329,0.38934911242603548,NE,2022-10
Äthiopien,10,9,5,0.55555555555555558,NE,2022-10
Eritrea,595,329,143,0.43465045592705165,NE,2022-10
Somalia,67,29,10,0.34482758620689657,NE,2022-10
Afghanistan,122,67,25,0.37313432835820898,NE,2022-10
China (Volksrepublik),15,9,7,0.77777777777777779,NE,2022-10
Irak,24,16,4,0.25,NE,2022-10
Iran,9,8,1,0.125,NE,2022-10
Sri Lanka,128,86,55,0.63953488372093026,NE,2022-10
Syrien,336,185,52,0.2810810810810811,NE,2022-10
Türkei,87,55,11,0.2,NE,2022-10
Gesamttotal,274,165,72,0.43636363636363634,NW,2022-10
Äthiopien,1,1,1,1,NW,2022-10
Eritrea,94,52,26,0.5,NW,2022-10
Afghanistan,14,10,4,0.4,NW,2022-10
China (Volksrepublik),1,1,1,1,NW,2022-10
Irak,1,1,0,0,NW,2022-10
Iran,5,5,3,0.6,NW,2022-10
Sri Lanka,34,22,15,0.68181818181818177,NW,2022-10
Syrien,50,27,11,0.40740740740740738,NW,2022-10
Türkei,65,42,11,0.26190476190476192,NW,2022-10
Gesamttotal,186,100,44,0.44,OW,2022-10
Eritrea,90,43,19,0.44186046511627908,OW,2022-10
Afghanistan,2,2,0,0,OW,2022-10
China (Volksrepublik),13,9,8,0.88888888888888884,OW,2022-10
Iran,1,1,0,0,OW,2022-10
Sri Lanka,24,13,9,0.69230769230769229,OW,2022-10
Syrien,21,14,5,0.35714285714285715,OW,2022-10
Türkei,11,6,1,0.16666666666666666,OW,2022-10
Gesamttotal,3115,1843,895,0.48562126966901792,SG,2022-10
Äthiopien,52,29,16,0.55172413793103448,SG,2022-10
Eritrea,1347,791,445,0.56257901390644749,SG,2022-10
Somalia,73,36,17,0.47222222222222221,SG,2022-10
Afghanistan,212,116,38,0.32758620689655171,SG,2022-10
China (Volksrepublik),36,28,19,0.6785714285714286,SG,2022-10
Irak,53,34,15,0.44117647058823528,SG,2022-10
Iran,41,32,20,0.625,SG,2022-10
Sri Lanka,206,149,103,0.6912751677852349,SG,2022-10
Syrien,605,310,134,0.43225806451612903,SG,2022-10
Türkei,324,219,52,0.23744292237442921,SG,2022-10
Gesamttotal,747,480,222,0.46250000000000002,SH,2022-10
Äthiopien,2,2,1,0.5,SH,2022-10
Eritrea,319,191,105,0.54973821989528793,SH,2022-10
Somalia,11,4,1,0.25,SH,2022-10
Afghanistan,36,24,10,0.41666666666666669,SH,2022-10
China (Volksrepublik),19,13,10,0.76923076923076927,SH,2022-10
Irak,17,12,4,0.33333333333333331,SH,2022-10
Iran,11,7,2,0.2857142857142857,SH,2022-10
Sri Lanka,72,50,33,0.66,SH,2022-10
Syrien,165,112,45,0.4017857142857143,SH,2022-10
Türkei,77,52,8,0.15384615384615385,SH,2022-10
Gesamttotal,2122,1299,577,0.44418783679753654,SO,2022-10
Äthiopien,29,18,8,0.44444444444444442,SO,2022-10
Eritrea,943,576,279,0.484375,SO,2022-10
Somalia,37,19,7,0.36842105263157893,SO,2022-10
Afghanistan,135,75,26,0.34666666666666668,SO,2022-10
China (Volksrepublik),30,18,11,0.61111111111111116,SO,2022-10
Irak,48,32,9,0.28125,SO,2022-10
Iran,30,28,16,0.5714285714285714,SO,2022-10
Sri Lanka,168,126,76,0.60317460317460314,SO,2022-10
Syrien,399,233,102,0.43776824034334766,SO,2022-10
Türkei,153,98,20,0.20408163265306123,SO,2022-10
Gesamttotal,1098,664,299,0.4503012048192771,SZ,2022-10
Äthiopien,12,8,4,0.5,SZ,2022-10
Eritrea,387,229,132,0.57641921397379914,SZ,2022-10
Somalia,3,2,1,0.5,SZ,2022-10
Afghanistan,95,54,26,0.48148148148148145,SZ,2022-10
China (Volksrepublik),19,15,12,0.8,SZ,2022-10
Irak,40,24,7,0.29166666666666669,SZ,2022-10
Iran,15,11,5,0.45454545454545453,SZ,2022-10
Sri Lanka,78,60,32,0.53333333333333333,SZ,2022-10
Syrien,255,142,52,0.36619718309859156,SZ,2022-10
Türkei,159,98,20,0.20408163265306123,SZ,2022-10
Gesamttotal,856,531,240,0.4519774011299435,TG,2022-10
Äthiopien,22,12,7,0.58333333333333337,TG,2022-10
Eritrea,318,205,125,0.6097560975609756,TG,2022-10
Somalia,19,10,2,0.2,TG,2022-10
Afghanistan,51,31,8,0.25806451612903225,TG,2022-10
China (Volksrepublik),20,15,7,0.46666666666666667,TG,2022-10
Irak,3,3,2,0.66666666666666663,TG,2022-10
Iran,19,17,10,0.58823529411764708,TG,2022-10
Sri Lanka,56,36,24,0.66666666666666663,TG,2022-10
Syrien,197,115,40,0.34782608695652173,TG,2022-10
Türkei,102,66,9,0.13636363636363635,TG,2022-10
Gesamttotal,1431,854,215,0.25175644028103045,TI,2022-10
Äthiopien,9,7,1,0.14285714285714285,TI,2022-10
Eritrea,601,327,95,0.29051987767584098,TI,2022-10
Somalia,21,13,2,0.15384615384615385,TI,2022-10
Afghanistan,118,72,20,0.27777777777777779,TI,2022-10
China (Volksrepublik),3,3,2,0.66666666666666663,TI,2022-10
Irak,15,9,2,0.22222222222222221,TI,2022-10
Iran,31,23,5,0.21739130434782608,TI,2022-10
Sri Lanka,86,63,32,0.50793650793650791,TI,2022-10
Syrien,285,159,26,0.16352201257861634,TI,2022-10
Türkei,152,107,14,0.13084112149532709,TI,2022-10
Gesamttotal,324,196,108,0.55102040816326525,UR,2022-10
Eritrea,134,87,57,0.65517241379310343,UR,2022-10
Afghanistan,20,11,6,0.54545454545454541,UR,2022-10
China (Volksrepublik),4,4,4,1,UR,2022-10
Irak,5,3,1,0.33333333333333331,UR,2022-10
Iran,3,3,1,0.33333333333333331,UR,2022-10
Sri Lanka,37,23,17,0.73913043478260865,UR,2022-10
Syrien,46,26,11,0.42307692307692307,UR,2022-10
Türkei,47,27,6,0.22222222222222221,UR,2022-10
Gesamttotal,5866,3440,1016,0.29534883720930233,VD,2022-10
Äthiopien,79,43,14,0.32558139534883723,VD,2022-10
Eritrea,1973,1173,429,0.3657289002557545,VD,2022-10
Somalia,148,79,19,0.24050632911392406,VD,2022-10
Afghanistan,510,302,63,0.20860927152317882,VD,2022-10
China (Volksrepublik),29,19,12,0.63157894736842102,VD,2022-10
Irak,130,84,16,0.19047619047619047,VD,2022-10
Iran,92,61,16,0.26229508196721313,VD,2022-10
Sri Lanka,359,230,133,0.57826086956521738,VD,2022-10
Syrien,1396,743,175,0.23553162853297444,VD,2022-10
Türkei,633,397,51,0.12846347607052896,VD,2022-10
Gesamttotal,2067,1190,450,0.37815126050420167,VS,2022-10
Äthiopien,41,19,7,0.36842105263157893,VS,2022-10
Eritrea,638,384,180,0.46875,VS,2022-10
Somalia,58,25,10,0.4,VS,2022-10
Afghanistan,220,124,39,0.31451612903225806,VS,2022-10
China (Volksrepublik),13,10,8,0.8,VS,2022-10
Irak,58,28,11,0.39285714285714285,VS,2022-10
Iran,30,17,7,0.41176470588235292,VS,2022-10
Sri Lanka,97,58,35,0.60344827586206895,VS,2022-10
Syrien,455,232,67,0.28879310344827586,VS,2022-10
Türkei,260,169,45,0.26627218934911245,VS,2022-10
Gesamttotal,9221,5716,2879,0.50367389783065075,ZH,2022-10
Äthiopien,87,58,32,0.55172413793103448,ZH,2022-10
Eritrea,3270,2049,1169,0.57052220595412395,ZH,2022-10
Somalia,275,160,80,0.5,ZH,2022-10
Afghanistan,571,337,136,0.40356083086053413,ZH,2022-10
China (Volksrepublik),131,98,70,0.7142857142857143,ZH,2022-10
Irak,223,139,63,0.45323741007194246,ZH,2022-10
Iran,183,144,76,0.52777777777777779,ZH,2022-10
Sri Lanka,607,415,289,0.69638554216867465,ZH,2022-10
Syrien,2308,1299,635,0.48883756735950729,ZH,2022-10
Türkei,977,649,177,0.27272727272727271,ZH,2022-10
Gesamttotal,785,475,227,0.47789473684210526,ZG,2022-10
Äthiopien,8,5,1,0.2,ZG,2022-10
Eritrea,300,174,99,0.56896551724137934,ZG,2022-10
Somalia,29,18,7,0.3888888888888889,ZG,2022-10
Afghanistan,50,33,16,0.48484848484848486,ZG,2022-10
China (Volksrepublik),6,5,5,1,ZG,2022-10
Irak,14,10,5,0.5,ZG,2022-10
Iran,6,6,5,0.83333333333333337,ZG,2022-10
Sri Lanka,86,58,33,0.56896551724137934,ZG,2022-10
Syrien,149,85,34,0.4,ZG,2022-10
Türkei,120,68,18,0.26470588235294118,ZG,2022-10
Gesamttotal,4625,2846,1208,0.42445537596626842,AG,2022-11
Äthiopien,43,26,12,0.46153846153846156,AG,2022-11
Eritrea,2037,1235,670,0.54251012145748989,AG,2022-11
Somalia,45,26,11,0.42307692307692307,AG,2022-11
Afghanistan,240,136,38,0.27941176470588236,AG,2022-11
China (Volksrepublik),32,22,18,0.81818181818181823,AG,2022-11
Irak,85,49,17,0.34693877551020408,AG,2022-11
Iran,44,37,17,0.45945945945945948,AG,2022-11
Sri Lanka,301,215,138,0.64186046511627903,AG,2022-11
Syrien,861,485,164,0.33814432989690724,AG,2022-11
Türkei,705,469,77,0.16417910447761194,AG,2022-11
Gesamttotal,109,78,44,0.5641025641025641,AI,2022-11
Eritrea,51,36,30,0.83333333333333337,AI,2022-11
Afghanistan,1,1,0,0,AI,2022-11
China (Volksrepublik),2,2,1,0.5,AI,2022-11
Irak,1,1,1,1,AI,2022-11
Iran,1,1,0,0,AI,2022-11
Sri Lanka,14,11,6,0.54545454545454541,AI,2022-11
Syrien,19,12,5,0.41666666666666669,AI,2022-11
Türkei,17,12,1,8.3333333333333329E-2,AI,2022-11
Gesamttotal,443,259,129,0.49806949806949807,AR,2022-11
Äthiopien,1,1,0,0,AR,2022-11
Eritrea,175,100,62,0.62,AR,2022-11
Somalia,8,6,4,0.66666666666666663,AR,2022-11
Afghanistan,33,18,5,0.27777777777777779,AR,2022-11
China (Volksrepublik),4,2,1,0.5,AR,2022-11
Irak,5,5,3,0.6,AR,2022-11
Iran,10,9,4,0.44444444444444442,AR,2022-11
Sri Lanka,40,28,15,0.5357142857142857,AR,2022-11
Syrien,85,42,21,0.5,AR,2022-11
Türkei,67,38,10,0.26315789473684209,AR,2022-11
Gesamttotal,7747,4629,2125,0.45906243249081874,BE,2022-11
Äthiopien,59,36,19,0.52777777777777779,BE,2022-11
Eritrea,3001,1749,951,0.54373927958833623,BE,2022-11
Somalia,114,59,25,0.42372881355932202,BE,2022-11
Afghanistan,440,256,86,0.3359375,BE,2022-11
China (Volksrepublik),77,51,37,0.72549019607843135,BE,2022-11
Irak,157,96,45,0.46875,BE,2022-11
Iran,154,105,51,0.48571428571428571,BE,2022-11
Sri Lanka,558,387,266,0.6873385012919897,BE,2022-11
Syrien,1766,985,374,0.37969543147208124,BE,2022-11
Türkei,923,598,155,0.25919732441471571,BE,2022-11
Gesamttotal,1643,1012,452,0.44664031620553357,BL,2022-11
Äthiopien,15,11,4,0.36363636363636365,BL,2022-11
Eritrea,725,426,227,0.53286384976525825,BL,2022-11
Somalia,22,15,4,0.26666666666666666,BL,2022-11
Afghanistan,52,41,15,0.36585365853658536,BL,2022-11
China (Volksrepublik),20,14,7,0.5,BL,2022-11
Irak,53,27,10,0.37037037037037035,BL,2022-11
Iran,29,22,11,0.5,BL,2022-11
Sri Lanka,149,104,69,0.66346153846153844,BL,2022-11
Syrien,380,221,75,0.33936651583710409,BL,2022-11
Türkei,139,94,19,0.20212765957446807,BL,2022-11
Gesamttotal,1123,687,252,0.36681222707423583,BS,2022-11
Äthiopien,10,5,2,0.4,BS,2022-11
Eritrea,443,248,102,0.41129032258064518,BS,2022-11
Somalia,14,9,3,0.33333333333333331,BS,2022-11
Afghanistan,42,25,6,0.24,BS,2022-11
China (Volksrepublik),8,5,3,0.6,BS,2022-11
Irak,16,12,9,0.75,BS,2022-11
Iran,36,29,7,0.2413793103448276,BS,2022-11
Sri Lanka,60,44,28,0.63636363636363635,BS,2022-11
Syrien,246,147,46,0.31292517006802723,BS,2022-11
Türkei,129,91,24,0.26373626373626374,BS,2022-11
Gesamttotal,2129,1282,382,0.29797191887675506,FR,2022-11
Äthiopien,26,18,9,0.5,FR,2022-11
Eritrea,854,520,176,0.33846153846153848,FR,2022-11
Somalia,41,22,2,9.0909090909090912E-2,FR,2022-11
Afghanistan,153,89,15,0.16853932584269662,FR,2022-11
China (Volksrepublik),26,17,6,0.35294117647058826,FR,2022-11
Irak,65,40,12,0.3,FR,2022-11
Iran,28,21,5,0.23809523809523808,FR,2022-11
Sri Lanka,160,114,41,0.35964912280701755,FR,2022-11
Syrien,469,241,72,0.29875518672199169,FR,2022-11
Türkei,163,110,14,0.12727272727272726,FR,2022-11
Gesamttotal,3713,2257,388,0.17190961453256534,GE,2022-11
Äthiopien,84,45,10,0.22222222222222221,GE,2022-11
Eritrea,1242,752,157,0.20877659574468085,GE,2022-11
Somalia,92,53,11,0.20754716981132076,GE,2022-11
Afghanistan,358,220,38,0.17272727272727273,GE,2022-11
China (Volksrepublik),22,13,6,0.46153846153846156,GE,2022-11
Irak,114,69,11,0.15942028985507245,GE,2022-11
Iran,92,74,7,9.45945945945946E-2,GE,2022-11
Sri Lanka,173,116,43,0.37068965517241381,GE,2022-11
Syrien,604,329,47,0.14285714285714285,GE,2022-11
Türkei,478,300,11,3.6666666666666667E-2,GE,2022-11
Gesamttotal,291,186,108,0.58064516129032262,GL,2022-11
Äthiopien,2,2,2,1,GL,2022-11
Eritrea,118,76,49,0.64473684210526316,GL,2022-11
Afghanistan,12,7,4,0.5714285714285714,GL,2022-11
China (Volksrepublik),7,6,5,0.83333333333333337,GL,2022-11
Iran,2,2,1,0.5,GL,2022-11
Sri Lanka,42,27,21,0.77777777777777779,GL,2022-11
Syrien,68,41,22,0.53658536585365857,GL,2022-11
Türkei,34,21,2,9.5238095238095233E-2,GL,2022-11
Gesamttotal,1256,760,345,0.45394736842105265,GR,2022-11
Äthiopien,4,2,2,1,GR,2022-11
Eritrea,495,297,179,0.60269360269360273,GR,2022-11
Somalia,16,8,5,0.625,GR,2022-11
Afghanistan,81,55,19,0.34545454545454546,GR,2022-11
China (Volksrepublik),9,5,4,0.8,GR,2022-11
Irak,51,31,9,0.29032258064516131,GR,2022-11
Iran,21,14,6,0.42857142857142855,GR,2022-11
Sri Lanka,115,76,50,0.65789473684210531,GR,2022-11
Syrien,274,147,51,0.34693877551020408,GR,2022-11
Türkei,154,102,10,9.8039215686274508E-2,GR,2022-11
Gesamttotal,676,399,156,0.39097744360902253,JU,2022-11
Äthiopien,2,2,1,0.5,JU,2022-11
Eritrea,260,144,66,0.45833333333333331,JU,2022-11
Somalia,4,4,2,0.5,JU,2022-11
Afghanistan,45,27,9,0.33333333333333331,JU,2022-11
China (Volksrepublik),6,3,3,1,JU,2022-11
Irak,3,1,0,0,JU,2022-11
Iran,9,6,2,0.33333333333333331,JU,2022-11
Sri Lanka,54,34,15,0.44117647058823528,JU,2022-11
Syrien,158,100,38,0.38,JU,2022-11
Türkei,94,52,7,0.13461538461538461,JU,2022-11
Gesamttotal,3058,1908,905,0.47431865828092246,LU,2022-11
Äthiopien,18,15,10,0.66666666666666663,LU,2022-11
Eritrea,1297,789,432,0.54752851711026618,LU,2022-11
Somalia,48,30,11,0.36666666666666664,LU,2022-11
Afghanistan,144,99,41,0.41414141414141414,LU,2022-11
China (Volksrepublik),35,25,17,0.68,LU,2022-11
Irak,42,24,11,0.45833333333333331,LU,2022-11
Iran,72,51,20,0.39215686274509803,LU,2022-11
Sri Lanka,254,175,114,0.65142857142857147,LU,2022-11
Syrien,610,352,141,0.40056818181818182,LU,2022-11
Türkei,379,260,71,0.27307692307692305,LU,2022-11
Gesamttotal,1490,850,334,0.39294117647058824,NE,2022-11
Äthiopien,10,9,5,0.55555555555555558,NE,2022-11
Eritrea,594,328,143,0.43597560975609756,NE,2022-11
Somalia,69,29,10,0.34482758620689657,NE,2022-11
Afghanistan,123,68,27,0.39705882352941174,NE,2022-11
China (Volksrepublik),15,9,7,0.77777777777777779,NE,2022-11
Irak,25,16,4,0.25,NE,2022-11
Iran,9,8,1,0.125,NE,2022-11
Sri Lanka,128,86,56,0.65116279069767447,NE,2022-11
Syrien,344,187,53,0.28342245989304815,NE,2022-11
Türkei,88,56,11,0.19642857142857142,NE,2022-11
Gesamttotal,277,165,71,0.4303030303030303,NW,2022-11
Äthiopien,1,1,1,1,NW,2022-11
Eritrea,93,51,26,0.50980392156862742,NW,2022-11
Afghanistan,14,10,5,0.5,NW,2022-11
China (Volksrepublik),1,1,1,1,NW,2022-11
Irak,1,1,0,0,NW,2022-11
Iran,5,5,3,0.6,NW,2022-11
Sri Lanka,33,22,14,0.63636363636363635,NW,2022-11
Syrien,55,28,11,0.39285714285714285,NW,2022-11
Türkei,65,42,10,0.23809523809523808,NW,2022-11
Gesamttotal,190,103,45,0.43689320388349512,OW,2022-11
Eritrea,92,43,19,0.44186046511627908,OW,2022-11
Afghanistan,2,2,0,0,OW,2022-11
China (Volksrepublik),14,10,9,0.9,OW,2022-11
Iran,1,1,0,0,OW,2022-11
Sri Lanka,24,13,9,0.69230769230769229,OW,2022-11
Syrien,23,16,5,0.3125,OW,2022-11
Türkei,11,6,1,0.16666666666666666,OW,2022-11
Gesamttotal,3137,1858,898,0.48331539289558667,SG,2022-11
Äthiopien,51,28,15,0.5357142857142857,SG,2022-11
Eritrea,1351,794,449,0.56549118387909325,SG,2022-11
Somalia,73,36,16,0.44444444444444442,SG,2022-11
Afghanistan,215,119,41,0.34453781512605042,SG,2022-11
China (Volksrepublik),37,29,20,0.68965517241379315,SG,2022-11
Irak,53,34,14,0.41176470588235292,SG,2022-11
Iran,41,32,21,0.65625,SG,2022-11
Sri Lanka,202,146,100,0.68493150684931503,SG,2022-11
Syrien,619,317,136,0.42902208201892744,SG,2022-11
Türkei,330,224,52,0.23214285714285715,SG,2022-11
Gesamttotal,746,478,220,0.46025104602510458,SH,2022-11
Äthiopien,2,2,1,0.5,SH,2022-11
Eritrea,319,191,106,0.55497382198952883,SH,2022-11
Somalia,11,4,1,0.25,SH,2022-11
Afghanistan,36,24,10,0.41666666666666669,SH,2022-11
China (Volksrepublik),19,13,10,0.76923076923076927,SH,2022-11
Irak,17,12,4,0.33333333333333331,SH,2022-11
Iran,11,7,2,0.2857142857142857,SH,2022-11
Sri Lanka,72,50,33,0.66,SH,2022-11
Syrien,164,111,42,0.3783783783783784,SH,2022-11
Türkei,77,51,8,0.15686274509803921,SH,2022-11
Gesamttotal,2151,1317,587,0.44570994684889903,SO,2022-11
Äthiopien,30,19,8,0.42105263157894735,SO,2022-11
Eritrea,945,578,286,0.49480968858131485,SO,2022-11
Somalia,37,19,8,0.42105263157894735,SO,2022-11
Afghanistan,135,75,27,0.36,SO,2022-11
China (Volksrepublik),30,17,9,0.52941176470588236,SO,2022-11
Irak,48,32,9,0.28125,SO,2022-11
Iran,31,29,17,0.58620689655172409,SO,2022-11
Sri Lanka,168,126,76,0.60317460317460314,SO,2022-11
Syrien,412,241,102,0.42323651452282157,SO,2022-11
Türkei,156,101,19,0.18811881188118812,SO,2022-11
Gesamttotal,1107,671,299,0.44560357675111772,SZ,2022-11
Äthiopien,12,8,4,0.5,SZ,2022-11
Eritrea,383,228,130,0.57017543859649122,SZ,2022-11
Somalia,3,2,1,0.5,SZ,2022-11
Afghanistan,95,54,29,0.53703703703703709,SZ,2022-11
China (Volksrepublik),19,15,11,0.73333333333333328,SZ,2022-11
Irak,39,23,6,0.2608695652173913,SZ,2022-11
Iran,15,11,5,0.45454545454545453,SZ,2022-11
Sri Lanka,81,63,35,0.55555555555555558,SZ,2022-11
Syrien,256,143,51,0.35664335664335667,SZ,2022-11
Türkei,169,103,19,0.18446601941747573,SZ,2022-11
Gesamttotal,870,536,249,0.46455223880597013,TG,2022-11
Äthiopien,22,13,9,0.69230769230769229,TG,2022-11
Eritrea,320,205,130,0.63414634146341464,TG,2022-11
Somalia,19,10,2,0.2,TG,2022-11
Afghanistan,52,32,8,0.25,TG,2022-11
China (Volksrepublik),20,15,7,0.46666666666666667,TG,2022-11
Irak,2,2,1,0.5,TG,2022-11
Iran,19,17,10,0.58823529411764708,TG,2022-11
Sri Lanka,58,36,24,0.66666666666666663,TG,2022-11
Syrien,205,118,42,0.3559322033898305,TG,2022-11
Türkei,104,67,10,0.14925373134328357,TG,2022-11
Gesamttotal,1429,856,220,0.2570093457943925,TI,2022-11
Äthiopien,9,7,1,0.14285714285714285,TI,2022-11
Eritrea,601,328,97,0.29573170731707316,TI,2022-11
Somalia,21,13,2,0.15384615384615385,TI,2022-11
Afghanistan,115,70,20,0.2857142857142857,TI,2022-11
China (Volksrepublik),3,3,2,0.66666666666666663,TI,2022-11
Irak,15,9,2,0.22222222222222221,TI,2022-11
Iran,31,23,5,0.21739130434782608,TI,2022-11
Sri Lanka,86,64,34,0.53125,TI,2022-11
Syrien,285,159,26,0.16352201257861634,TI,2022-11
Türkei,152,107,14,0.13084112149532709,TI,2022-11
Gesamttotal,323,194,110,0.5670103092783505,UR,2022-11
Eritrea,131,85,59,0.69411764705882351,UR,2022-11
Afghanistan,23,12,5,0.41666666666666669,UR,2022-11
China (Volksrepublik),4,4,4,1,UR,2022-11
Irak,5,3,1,0.33333333333333331,UR,2022-11
Iran,3,3,1,0.33333333333333331,UR,2022-11
Sri Lanka,37,23,17,0.73913043478260865,UR,2022-11
Syrien,45,25,11,0.44,UR,2022-11
Türkei,47,27,7,0.25925925925925924,UR,2022-11
Gesamttotal,5919,3463,1030,0.29742997401097315,VD,2022-11
Äthiopien,79,43,15,0.34883720930232559,VD,2022-11
Eritrea,1972,1173,427,0.36402387041773232,VD,2022-11
Somalia,148,79,17,0.21518987341772153,VD,2022-11
Afghanistan,513,301,63,0.20930232558139536,VD,2022-11
China (Volksrepublik),29,20,13,0.65,VD,2022-11
Irak,130,84,16,0.19047619047619047,VD,2022-11
Iran,92,61,16,0.26229508196721313,VD,2022-11
Sri Lanka,358,229,134,0.58515283842794763,VD,2022-11
Syrien,1417,750,185,0.24666666666666667,VD,2022-11
Türkei,649,406,53,0.13054187192118227,VD,2022-11
Gesamttotal,2082,1192,454,0.38087248322147649,VS,2022-11
Äthiopien,41,19,7,0.36842105263157893,VS,2022-11
Eritrea,643,384,180,0.46875,VS,2022-11
Somalia,59,25,10,0.4,VS,2022-11
Afghanistan,226,126,40,0.31746031746031744,VS,2022-11
China (Volksrepublik),13,10,8,0.8,VS,2022-11
Irak,58,28,12,0.42857142857142855,VS,2022-11
Iran,30,17,7,0.41176470588235292,VS,2022-11
Sri Lanka,97,58,34,0.58620689655172409,VS,2022-11
Syrien,462,235,71,0.30212765957446808,VS,2022-11
Türkei,256,166,41,0.24698795180722891,VS,2022-11
Gesamttotal,9306,5762,2936,0.50954529677195415,ZH,2022-11
Äthiopien,88,59,34,0.57627118644067798,ZH,2022-11
Eritrea,3275,2049,1182,0.57686676427525618,ZH,2022-11
Somalia,275,161,83,0.51552795031055898,ZH,2022-11
Afghanistan,582,345,146,0.42318840579710143,ZH,2022-11
China (Volksrepublik),133,100,71,0.71,ZH,2022-11
Irak,222,138,63,0.45652173913043476,ZH,2022-11
Iran,189,148,78,0.52702702702702697,ZH,2022-11
Sri Lanka,609,418,291,0.69617224880382778,ZH,2022-11
Syrien,2325,1307,647,0.495026778882938,ZH,2022-11
Türkei,1009,667,187,0.28035982008995503,ZH,2022-11
Gesamttotal,791,478,228,0.47698744769874479,ZG,2022-11
Äthiopien,8,5,2,0.4,ZG,2022-11
Eritrea,301,174,100,0.57471264367816088,ZG,2022-11
Somalia,29,18,7,0.3888888888888889,ZG,2022-11
Afghanistan,50,33,16,0.48484848484848486,ZG,2022-11
China (Volksrepublik),6,5,5,1,ZG,2022-11
Irak,14,10,5,0.5,ZG,2022-11
Iran,6,6,5,0.83333333333333337,ZG,2022-11
Sri Lanka,86,58,32,0.55172413793103448,ZG,2022-11
Syrien,151,86,35,0.40697674418604651,ZG,2022-11
Türkei,123,70,17,0.24285714285714285,ZG,2022-11
Gesamttotal,4637,2850,1204,0.4224561403508772,AG,2022-12
Äthiopien,44,27,12,0.44444444444444442,AG,2022-12
Eritrea,2038,1235,664,0.53765182186234817,AG,2022-12
Somalia,45,26,10,0.38461538461538464,AG,2022-12
Afghanistan,241,137,39,0.28467153284671531,AG,2022-12
China (Volksrepublik),32,22,18,0.81818181818181823,AG,2022-12
Irak,84,48,18,0.375,AG,2022-12
Iran,44,37,18,0.48648648648648651,AG,2022-12
Sri Lanka,301,215,137,0.63720930232558137,AG,2022-12
Syrien,862,484,162,0.33471074380165289,AG,2022-12
Türkei,710,472,80,0.16949152542372881,AG,2022-12
Gesamttotal,110,80,41,0.51249999999999996,AI,2022-12
Eritrea,51,37,29,0.78378378378378377,AI,2022-12
Afghanistan,1,1,0,0,AI,2022-12
China (Volksrepublik),2,2,1,0.5,AI,2022-12
Irak,0,0,0,-,AI,2022-12
Iran,1,1,0,0,AI,2022-12
Sri Lanka,14,11,6,0.54545454545454541,AI,2022-12
Syrien,18,11,4,0.36363636363636365,AI,2022-12
Türkei,20,15,1,6.6666666666666666E-2,AI,2022-12
Gesamttotal,441,259,128,0.49420849420849422,AR,2022-12
Äthiopien,1,1,0,0,AR,2022-12
Eritrea,173,99,62,0.6262626262626263,AR,2022-12
Somalia,8,6,4,0.66666666666666663,AR,2022-12
Afghanistan,33,18,5,0.27777777777777779,AR,2022-12
China (Volksrepublik),4,2,1,0.5,AR,2022-12
Irak,5,5,3,0.6,AR,2022-12
Iran,10,9,4,0.44444444444444442,AR,2022-12
Sri Lanka,40,29,15,0.51724137931034486,AR,2022-12
Syrien,85,42,20,0.47619047619047616,AR,2022-12
Türkei,67,38,10,0.26315789473684209,AR,2022-12
Gesamttotal,7787,4649,2145,0.46138954613895461,BE,2022-12
Äthiopien,58,36,20,0.55555555555555558,BE,2022-12
Eritrea,2996,1741,945,0.54279149913842617,BE,2022-12
Somalia,119,60,24,0.4,BE,2022-12
Afghanistan,445,259,89,0.34362934362934361,BE,2022-12
